Molecule ChEMBL ID,Smiles,pIC50
CHEMBL5178263,NCCCNCCCCNCCCNc1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.508638306
CHEMBL2158854,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4C5CCC4COC5)c3)n2)c1,7.508638306
CHEMBL5209307,CCCc1cnc(NC(=O)[C@@H](C)c2ccc(NC(C)=O)cc2)s1,7.508638306
CHEMBL2143507,CC(=O)Nc1ccc(C(C)C(=O)Nc2ncc(C(C)C)s2)cc1,7.508638306
CHEMBL3642646,Fc1ccccc1-c1cc(NCc2ccncc2)n2ncc(Br)c2n1,7.494850022
CHEMBL102926,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1,7.494850022
CHEMBL1241566,Cc1ccc(F)c(Nc2nccc(-c3ccc(S(N)(=O)=O)cc3)n2)c1,7.494850022
CHEMBL2426396,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(F)cc2)cc1,7.494850022
CHEMBL3648100,CCC(C)Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,7.48148606
CHEMBL3940661,CS(=N)(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,7.48148606
CHEMBL1241662,Nc1nc2ccc(C(=O)c3c(F)cccc3Cl)cc2n1Cc1c(F)cccc1F,7.48148606
CHEMBL183941,Nc1nc2ccc(C(=O)c3c(F)cccc3Cl)cn2c1C(=O)c1c(F)cccc1F,7.48148606
CHEMBL57256,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,7.48148606
CHEMBL457888,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN4CCOCC4)cc3)n2)n1C(C)C,7.48148606
CHEMBL5287016,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(C)cc12,7.48148606
CHEMBL115319,O=C(Nc1cc(C2CC2)[nH]n1)c1ccc(Br)cc1,7.468521083
CHEMBL5280144,Cc1c(C(=O)NCCc2ccc(F)cc2)[nH]c2cc(F)ccc12,7.468521083
CHEMBL273061,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(F)cc32)cc1,7.468521083
CHEMBL101801,NC(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,7.468521083
CHEMBL4872952,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4cccc(F)c4)n3)cc12,7.462432743
CHEMBL609040,O=C1Nc2cc3c(O)cccc3c3c4c(cc1c23)OCO4,7.455931956
CHEMBL1080561,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4cccc(C(F)(F)F)c4)s3)cc12,7.455931956
CHEMBL561440,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN(C)C)cc3)nc1-2,7.455931956
CHEMBL1092754,Cn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)NCCO)cc3)ccnc21,7.449771647
CHEMBL507722,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)ncc2F)n1C(C)C,7.443697499
CHEMBL3644020,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)c3ccccc3)cc2)ncc1C(F)(F)F,7.443697499
CHEMBL455450,C[C@H]1CNC[C@@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,7.443697499
CHEMBL457887,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN(C)C)cc3)n2)n1C(C)C,7.443697499
CHEMBL550959,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN4CCOCC4)cc3)nc1-2,7.443697499
CHEMBL255255,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.443697499
CHEMBL2426391,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,7.443697499
CHEMBL455468,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)n2)n1C(C)C,7.431798276
CHEMBL115220,O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,7.431798276
CHEMBL191144,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCCC2=O)cc1,7.431798276
CHEMBL2426387,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,7.431798276
CHEMBL507167,N[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2c(F)cccc2F)CC1,7.420216403
CHEMBL5186025,O=C1Nc2ccc(Br)cc2/C1=N/NC(=O)c1cc2cc(Br)ccc2o1,7.420216403
CHEMBL72510,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1,7.420216403
CHEMBL296468,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,7.420216403
CHEMBL258039,CCN(CC)c1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,7.397940009
CHEMBL359963,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,7.397940009
CHEMBL495751,CCN(CC)CCNC(=O)c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,7.397940009
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,7.397940009
CHEMBL3655770,CC[C@H](Nc1nc(NCc2ccncc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.397940009
CHEMBL524059,O=C(O)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,7.397940009
CHEMBL482193,CC[C@H](CO)Nc1nc(NCc2ccccc2)n2ncc(C(C)C)c2n1,7.397940009
CHEMBL3655768,CC[C@H](Nc1nc(NCC2CC2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.397940009
CHEMBL300767,COc1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,7.397940009
CHEMBL3655772,CC[C@H](Nc1nc(NCc2ccc(C(F)(F)F)nc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.397940009
CHEMBL1081451,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(Cl)cc1,7.387216143
CHEMBL2426384,Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(F)cc2)cc1,7.387216143
CHEMBL3648101,CC(O)CSc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,7.387216143
CHEMBL488256,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3CC3CC3)n2)cc1,7.37675071
CHEMBL3642651,CC(C)c1cc(NCc2ccncc2)n2ncc(Br)c2n1,7.37675071
CHEMBL3648088,CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)cc1,7.37675071
CHEMBL2426386,Cc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,7.37675071
CHEMBL1800450,Cc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,7.37675071
CHEMBL1800455,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCC2)n1,7.37675071
CHEMBL272387,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)cc1,7.366531544
CHEMBL3644025,C#CCS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(O[C@H](C)C(C)(C)O)n2)cc1,7.366531544
CHEMBL271183,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cc(Br)ccc32)cc1,7.366531544
CHEMBL2426390,Cc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,7.366531544
CHEMBL190281,O=c1c(Br)cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1C1CCCC1,7.366531544
CHEMBL2426393,O=C(NC(=S)Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,7.356547324
CHEMBL5194832,C[C@@H]1CCC[C@H]1N1C(=O)C2(CC2)c2cnc(Nc3ccc(S(=O)(=O)N[C@@H]4CCCN(C)C4)cc3)nc21,7.356547324
CHEMBL4846069,COc1ccc(CC(=O)Nc2cc(C3CCC3)[nH]n2)cc1,7.356547324
CHEMBL498659,Cl.O=C(N[C@H]1CCCNC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,7.356547324
CHEMBL564829,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,7.346787486
CHEMBL559844,CNC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,7.346787486
CHEMBL5287042,CCc1c(C(=O)NCCc2ccccc2)[nH]c2ccc(C)cc12,7.337242168
CHEMBL151546,NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,7.337242168
CHEMBL188392,NC(=O)c1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(Cl)cccc4Cl)cn23)c(F)c1,7.337242168
CHEMBL475948,Cc1ncc(-c2nc(Nc3ccc(N4CCC[C@H]4C(=O)N(C)C)cc3)ncc2F)n1C(C)C,7.337242168
CHEMBL2158848,Cc1cccc(Nc2nccc(-c3ccnc(N4CCOCC4)c3)n2)c1,7.337242168
CHEMBL271843,Cc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,7.337242168
CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,7.327902142
CHEMBL2426383,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,7.327902142
CHEMBL560102,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(OC4CCN(C)CC4)c3)nc1-2,7.327902142
CHEMBL5273925,CC(C)(C)c1coc(CSc2cnc(NC(=O)C3CCNCC3)s2)n1,7.318758763
CHEMBL3648090,CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)cc1C,7.318758763
CHEMBL114851,O=C(Cc1ccccc1)Nc1cc(C2CC2)[nH]n1,7.318758763
CHEMBL81196,NCCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.318758763
CHEMBL2426392,O=C(NC(=S)Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,7.30980392
CHEMBL3648079,C[C@@H](Nc1nc(Nc2ccc(S(=O)(CC=O)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br)C(C)(C)O,7.30980392
CHEMBL3644030,C=CCOc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,7.30980392
CHEMBL58466,O=C1Nc2cccc(C3CCNCC3)c2/C1=C/c1[nH]cc2c1CCNC2=O,7.30980392
CHEMBL379495,COc1ccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)cc1OC,7.301029996
CHEMBL419753,O=C(Nc1cc(C2CCCC2)[nH]n1)c1ccc(Br)cc1,7.301029996
CHEMBL3655771,CC[C@H](Nc1nc(NCc2cc(C)nc(C)c2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.301029996
CHEMBL3655773,CC[C@H](Nc1nc(NCc2cccc(C)n2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.301029996
CHEMBL570002,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,7.301029996
CHEMBL513354,CCN(CC)Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,7.301029996
CHEMBL79049,CCCCOc1c(C(=O)c2c(F)cc(F)cc2F)c[nH]c2nncc1-2,7.301029996
CHEMBL1800451,CCc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,7.301029996
CHEMBL3655767,CC[C@H](Nc1nc(NC2CC2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.301029996
CHEMBL235849,CS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,7.301029996
CHEMBL4552628,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,7.292429824
CHEMBL3648086,CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(N[C@@H](COC)[C@H](C)O)n2)cc1,7.292429824
CHEMBL363069,Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cc(O)cc1F,7.283996656
CHEMBL2426382,Cc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,7.283996656
CHEMBL522891,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1,7.283996656
CHEMBL1800456,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCCC2)n1,7.283996656
CHEMBL4863726,Cc1n[nH]c2ccc(-c3cncc(NC4CCCC(O)C4)n3)cc12,7.276872841
CHEMBL189350,Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cccc1F,7.27572413
CHEMBL5172659,COc1ccc2c(c1)/C(=N/NC(=O)c1cc3cc(Br)ccc3o1)C(=O)N2,7.27572413
CHEMBL1080569,N[C@H](CNc1nnc(-c2ccc3cnccc3c2)s1)Cc1ccc(C(F)(F)F)cc1,7.27572413
CHEMBL3648081,C[C@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(CCO)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br,7.26760624
CHEMBL271822,COc1ccc2c(c1Cl)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,7.26760624
CHEMBL271137,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cccc(CO)c32)cc1,7.26760624
CHEMBL83499,O=C1Nc2ccc(F)c3c(NCCO)cc(-c4ccc[nH]4)c1c23,7.26760624
CHEMBL549675,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN4CCN(C)CC4)cc3)nc1-2,7.259637311
CHEMBL2163999,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(F)c(Cl)c3)n3nccc3n2)CC1,7.259637311
CHEMBL1081830,N[C@H](CNc1ncc(-c2ccc3nnn(N)c3c2)s1)Cc1ccc(C(F)(F)F)cc1,7.257274869
CHEMBL115933,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1cc(C2CC2)[nH]n1,7.251811973
CHEMBL2426399,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,7.251811973
CHEMBL232556,Cc1cc(N2C(=O)CN(C)C2=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,7.251811973
CHEMBL519422,CCn1c(-c2ccnc(Nc3ccc(C(=O)NC)cc3)n2)cnc1C,7.251811973
CHEMBL4860265,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4ccc(F)cc4)n3)cc12,7.250804958
CHEMBL1080891,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4Cl)s3)cc12,7.244125144
CHEMBL4453997,COc1ccc(-c2n[nH]c3c2C(=O)c2c(C=O)cccc2-3)cc1,7.244125144
CHEMBL2426389,O=C(NC(=S)Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,7.236572006
CHEMBL4643057,C=CC(=O)Nc1cccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)c1,7.230622674
CHEMBL361348,CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(N[C@H]3CC[C@H](N)CC3)nc12,7.229147988
CHEMBL560301,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N(C)C)cc3)nc1-2,7.229147988
CHEMBL564470,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(CN4CCN(C)CC4)c3)nc1-2,7.229147988
CHEMBL2426388,O=C(NC(=S)Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,7.229147988
CHEMBL407981,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,7.22184875
CHEMBL3298823,O=C(CC1CNC(=O)c2cc(-c3cn[nH]c3)cn21)NCc1cccc(F)c1,7.22184875
CHEMBL480442,CC(C)c1cnn2c(NCc3ccc(Cl)cc3)nc(N[C@@H](CO)C(C)C)nc12,7.22184875
CHEMBL1800465,Nc1nc(NC2CCCCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,7.22184875
CHEMBL411491,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Br)cc32)cc1,7.22184875
CHEMBL2348155,Nc1nccc(-n2cc(-c3ccc(Cl)cc3)c3cnccc32)n1,7.22184875
CHEMBL410293,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cc(CO)ccc32)cc1,7.214670165
CHEMBL181293,CCN[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)N(C)C)cc3)n3ncc(C(C)C)c3n2)CC1,7.214670165
CHEMBL321939,NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)c3)[nH]n2)cc1,7.210419288
CHEMBL453651,CNC(=O)c1ccc(Nc2nccc(-c3cnc(COC)n3C(C)C)n2)cc1,7.207608311
CHEMBL408019,O=C(Nc1n[nH]c2nc(-c3cccc(O)c3)ccc12)C1CC1,7.207608311
CHEMBL379193,CCOC(=O)CCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,7.207608311
CHEMBL79848,O=C1Nc2ccc(F)c3c(OCCO)cc(-c4ccc[nH]4)c1c23,7.207608311
CHEMBL365608,C=C(c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1)c1c(F)cccc1F,7.200659451
CHEMBL3822989,CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c(C)n2)CC1,7.200659451
CHEMBL2426385,Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(Cl)cc2)cc1,7.200659451
CHEMBL3648097,CCOc1nc(Nc2ccc(S(=N)(=O)CC)cc2)ncc1Br,7.200659451
CHEMBL3642649,Fc1ccccc1-c1cc(NCc2ccncc2)n2ncc(Cl)c2n1,7.193820026
CHEMBL299032,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,7.193820026
CHEMBL82768,CC(C)(N)CNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.187086643
CHEMBL115994,O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1cc(C2CC2)[nH]n1,7.173925197
CHEMBL4856767,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4ccccc4)n3)cc12,7.171082438
CHEMBL60990,O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1[nH]cc2c1CCNC2=O,7.167491087
CHEMBL325606,NC(=O)c1ccc(C(=O)Nc2cc(C3CC3)[nH]n2)cc1,7.167491087
CHEMBL458547,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3c(C)nc(C)n3C)n2)cc1,7.167491087
CHEMBL58139,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCNC3=O)C(=O)N2,7.167491087
CHEMBL184115,COc1ccccc1C(=O)c1c(N)nc2ccc(C(=O)c3c(F)cccc3F)cn12,7.167491087
CHEMBL1800452,CC(C)c1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,7.167491087
CHEMBL3298983,C[C@@H](NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc2cc[nH]c2c1,7.161150909
CHEMBL2426398,Cc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,7.161150909
CHEMBL1922212,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,7.15490196
CHEMBL2011932,COc1ccc(-c2nc3c(NCCCNC(=O)C4(CN)CC4)c(Br)cnc3[nH]2)cc1,7.15490196
CHEMBL1080912,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccc(Cl)cc4Cl)s3)cc12,7.15490196
CHEMBL209280,Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)CCC(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,7.148741651
CHEMBL3298312,CC[C@@H](NC(=O)N1CCc2cnc(N[C@@H](C)CO)nc2C1)c1ccc(OC)c(Cl)c1,7.148741651
CHEMBL2426381,O=C(NC(=S)Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,7.148741651
CHEMBL82251,CCc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.142667504
CHEMBL1087281,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4)s3)cc12,7.142667504
CHEMBL1080740,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccc(Cl)cc4)s3)cc12,7.142667504
CHEMBL3973367,COc1cc(F)ccc1-c1nc(Nc2cc(F)c(F)c(CS(C)(=O)=NC#N)c2)ncc1F,7.13667714
CHEMBL1081439,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(F)cc1,7.13076828
CHEMBL324577,NC(=O)c1ccc(CC(=O)Nc2cc(C3CC3)[nH]n2)cc1,7.13076828
CHEMBL538195,Cn1nc(C(=O)NCCO)c2c1-c1nc(Nc3ccccc3)ncc1CC2,7.13076828
CHEMBL271842,Nc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,7.13076828
CHEMBL392776,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(Br)c3)c(O)c(=O)c2c1,7.124938737
CHEMBL2426380,O=C(NC(=S)Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,7.124938737
CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,7.124938737
CHEMBL1964243,CC(=O)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,7.124938737
CHEMBL310755,CCOc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.113509275
CHEMBL2035042,CN1C/C=C/CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)C1,7.113509275
CHEMBL1809191,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,7.107905397
CHEMBL3648091,CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1C,7.107905397
CHEMBL1081438,N[C@H](CNc1nnc(-c2ccc3[nH]nc(-c4ccccc4)c3c2)s1)Cc1cccc(C(F)(F)F)c1,7.102372909
CHEMBL141247,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,7.096910013
CHEMBL3354188,COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1,7.096910013
CHEMBL365341,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCCC2)cc1,7.096910013
CHEMBL419931,CC(C)n1cnc2c(NCc3ccccc3O)nc(NCCCO)nc21,7.096910013
CHEMBL507142,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C4CC4)n3C(C)C)n2)cc1,7.091514981
CHEMBL559639,Cn1nc(C(=O)NC2CC2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,7.091514981
CHEMBL59110,O=C1Nc2ccc(F)cc2/C1=C/c1[nH]cc2c1CCOC2=O,7.086186148
CHEMBL483590,COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1,7.080921908
CHEMBL2035043,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC/1,7.080921908
CHEMBL550964,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(CN(C)C)c3)nc1-2,7.080921908
CHEMBL323392,O=C(Nc1cc(C2CC2)[nH]n1)c1ccc(Cl)c(Cl)c1,7.080921908
CHEMBL5181709,Cc1nc2ccc(-c3ccnc4[nH]c(C5CCN(CC(=O)N(C)C)CC5)cc34)cc2n1C(C)C,7.075720714
CHEMBL366230,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccccc1,7.075720714
CHEMBL2113092,CCCCOc1cc(Nc2ccc(S(N)(=O)=O)cc2)nc(N)c1C(=O)c1c(F)cccc1F,7.075720714
CHEMBL115264,O=C(Nc1cc(C2CC2)[nH]n1)c1ccc(Cl)cc1,7.070581074
CHEMBL3946675,COc1cc(F)ccc1-c1nc(Nc2cc(Br)cc(CS(C)(=N)=O)c2)ncc1F,7.065501549
CHEMBL5200108,O=C(Cc1ccc(B2C=CC=CN2)cc1)Nc1cc(C2CC2)[nH]n1,7.060480747
CHEMBL232557,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,7.060480747
CHEMBL2322701,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc(N)ccc1N2,7.055517328
CHEMBL301639,O=C1Nc2ccc(Cl)cc2/C1=C/c1[nH]cc2c1CCOC2=O,7.055517328
CHEMBL2386747,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,7.051587034
CHEMBL1800457,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCCCC2)n1,7.045757491
CHEMBL3655777,CCC(Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(F)(F)F,7.045757491
CHEMBL463579,O=C(Nc1ccc(F)cc1)c1n[nH]cc1NC(=O)C1CCCCC1,7.045757491
CHEMBL4294760,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N(C)CCN(C)C)cc3)nc1-2,7.045757491
CHEMBL3655762,CC[C@H](Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.045757491
CHEMBL1922218,CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@H](C)O,7.045757491
CHEMBL112136,O=C(Nc1cc(C2CCC2)[nH]n1)c1ccc(Br)cc1,7.045757491
CHEMBL3354185,COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)nc4cn3)n2)CC1,7.045757491
CHEMBL360596,COc1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(F)cccc4F)cn23)c(F)c1,7.040958608
